Run,Method,Image,SSIM,MSE
1,Padding Resize,complex_image_26.jpg,0.8625472790537763,35.508534066753306
1,Padding Resize,complex_image_32.jpg,0.7843736202796352,71.22341644410919
1,Padding Resize,complex_image_33.jpg,0.7963467880745339,64.7220795301688
1,Padding Resize,complex_image_27.jpg,0.894545702298777,12.858083838498194
1,Padding Resize,complex_image_19.jpg,0.8255155479887797,18.673857480735485
1,Padding Resize,complex_image_31.jpg,0.7899708419777368,39.57107705396587
1,Padding Resize,complex_image_25.jpg,0.822436520338807,29.029883655749828
1,Padding Resize,complex_image_24.jpg,0.9146957614479226,21.430970318713037
1,Padding Resize,complex_image_30.jpg,0.9149276250565416,10.301220790430976
1,Padding Resize,complex_image_18.jpg,0.9139889777828195,5.264409158826139
1,Padding Resize,complex_image_43.jpg,0.8323125639258558,22.18107287449393
1,Padding Resize,complex_image_42.jpg,0.8606840998217445,43.99558285241631
1,Padding Resize,complex_image_40.jpg,0.8580393831238927,70.72796308380721
1,Padding Resize,complex_image_8.jpg,0.8597758570979801,49.444527644527646
1,Padding Resize,complex_image_9.jpg,0.8543292867978199,45.36585949166252
1,Padding Resize,complex_image_41.jpg,0.761604820548172,44.76282542812283
1,Padding Resize,complex_image_45.jpg,0.8339873723643161,45.24101508323855
1,Padding Resize,complex_image_50.jpg,0.8052486222359235,18.892571043365578
1,Padding Resize,complex_image_44.jpg,0.78757835397685,84.76094453115729
1,Padding Resize,complex_image_46.jpg,0.800028832353494,54.80678416000494
1,Padding Resize,complex_image_47.jpg,0.8166217076059903,34.830436233920224
1,Padding Resize,complex_image_2.jpg,0.9858414854878368,1.6954234249202162
1,Padding Resize,complex_image_3.jpg,0.857910313481515,29.205181164641274
1,Padding Resize,complex_image_49.jpg,0.9730053293057427,2.222440040596122
1,Padding Resize,complex_image_1.jpg,0.8763057790061433,31.415857067629144
1,Padding Resize,complex_image_48.jpg,0.9145356032744537,8.333740054398943
1,Padding Resize,complex_image_4.jpg,0.7910373563758956,44.44199739122848
1,Padding Resize,complex_image_5.jpg,0.8643835916429156,17.42806540120407
1,Padding Resize,complex_image_7.jpg,0.8548652814241877,81.67698380051321
1,Padding Resize,complex_image_6.jpg,0.9362277623111532,6.230995458919525
1,Padding Resize,complex_image_15.jpg,0.8505123665563529,29.96613271699777
1,Padding Resize,complex_image_29.jpg,0.9150706940920784,21.460180911615815
1,Padding Resize,complex_image_28.jpg,0.8465762159674771,42.27713994056487
1,Padding Resize,complex_image_14.jpg,0.8847238324647904,7.519625814711359
1,Padding Resize,complex_image_16.jpg,0.8703876143966458,23.618642710575045
1,Padding Resize,complex_image_17.jpg,0.871879888881417,61.6050165132472
1,Padding Resize,complex_image_13.jpg,0.9080042678306101,9.761635179893954
1,Padding Resize,complex_image_12.jpg,0.8726238152742357,33.39043517279845
1,Padding Resize,complex_image_38.jpg,0.6548229293742559,19.972558123419148
1,Padding Resize,complex_image_10.jpg,0.8789875465556901,35.186193816509224
1,Padding Resize,complex_image_11.jpg,0.8751669888564251,12.053110075213773
1,Padding Resize,complex_image_39.jpg,0.7635292411517081,47.74511217980644
2,Padding Resize,complex_image_34.jpg,0.9212990717810169,21.205490394918108
2,Padding Resize,complex_image_20.jpg,0.8268439168291313,25.502363673636737
2,Padding Resize,complex_image_21.jpg,0.8872431939652058,11.37985194077631
2,Padding Resize,complex_image_35.jpg,0.8984895611828531,23.03211769581434
2,Padding Resize,complex_image_23.jpg,0.836008922195711,19.089201954089177
2,Padding Resize,complex_image_37.jpg,0.6723560576575213,22.516518032419093
2,Padding Resize,complex_image_36.jpg,0.8274260816661578,21.063100563178853
2,Padding Resize,complex_image_22.jpg,0.9303307533692096,18.51412023100765
2,Padding Resize,complex_image_26.jpg,0.8625472790537763,35.508534066753306
2,Padding Resize,complex_image_32.jpg,0.7843736202796352,71.22341644410919
2,Padding Resize,complex_image_33.jpg,0.7963467880745339,64.7220795301688
2,Padding Resize,complex_image_27.jpg,0.894545702298777,12.858083838498194
2,Padding Resize,complex_image_19.jpg,0.8255155479887797,18.673857480735485
2,Padding Resize,complex_image_31.jpg,0.7899708419777368,39.57107705396587
2,Padding Resize,complex_image_25.jpg,0.822436520338807,29.029883655749828
2,Padding Resize,complex_image_24.jpg,0.9146957614479226,21.430970318713037
2,Padding Resize,complex_image_30.jpg,0.9149276250565416,10.301220790430976
2,Padding Resize,complex_image_18.jpg,0.9139889777828195,5.264409158826139
2,Padding Resize,complex_image_43.jpg,0.8323125639258558,22.18107287449393
2,Padding Resize,complex_image_42.jpg,0.8606840998217445,43.99558285241631
2,Padding Resize,complex_image_40.jpg,0.8580393831238927,70.72796308380721
2,Padding Resize,complex_image_8.jpg,0.8597758570979801,49.444527644527646
2,Padding Resize,complex_image_9.jpg,0.8543292867978199,45.36585949166252
2,Padding Resize,complex_image_41.jpg,0.761604820548172,44.76282542812283
2,Padding Resize,complex_image_45.jpg,0.8339873723643161,45.24101508323855
2,Padding Resize,complex_image_50.jpg,0.8052486222359235,18.892571043365578
2,Padding Resize,complex_image_44.jpg,0.78757835397685,84.76094453115729
2,Padding Resize,complex_image_46.jpg,0.800028832353494,54.80678416000494
2,Padding Resize,complex_image_47.jpg,0.8166217076059903,34.830436233920224
2,Padding Resize,complex_image_2.jpg,0.9858414854878368,1.6954234249202162
2,Padding Resize,complex_image_3.jpg,0.857910313481515,29.205181164641274
2,Padding Resize,complex_image_49.jpg,0.9730053293057427,2.222440040596122
2,Padding Resize,complex_image_1.jpg,0.8763057790061433,31.415857067629144
2,Padding Resize,complex_image_48.jpg,0.9145356032744537,8.333740054398943
2,Padding Resize,complex_image_4.jpg,0.7910373563758956,44.44199739122848
2,Padding Resize,complex_image_5.jpg,0.8643835916429156,17.42806540120407
2,Padding Resize,complex_image_7.jpg,0.8548652814241877,81.67698380051321
2,Padding Resize,complex_image_6.jpg,0.9362277623111532,6.230995458919525
2,Padding Resize,complex_image_15.jpg,0.8505123665563529,29.96613271699777
2,Padding Resize,complex_image_29.jpg,0.9150706940920784,21.460180911615815
2,Padding Resize,complex_image_28.jpg,0.8465762159674771,42.27713994056487
2,Padding Resize,complex_image_14.jpg,0.8847238324647904,7.519625814711359
2,Padding Resize,complex_image_16.jpg,0.8703876143966458,23.618642710575045
2,Padding Resize,complex_image_17.jpg,0.871879888881417,61.6050165132472
2,Padding Resize,complex_image_13.jpg,0.9080042678306101,9.761635179893954
2,Padding Resize,complex_image_12.jpg,0.8726238152742357,33.39043517279845
2,Padding Resize,complex_image_38.jpg,0.6548229293742559,19.972558123419148
2,Padding Resize,complex_image_10.jpg,0.8789875465556901,35.186193816509224
2,Padding Resize,complex_image_11.jpg,0.8751669888564251,12.053110075213773
2,Padding Resize,complex_image_39.jpg,0.7635292411517081,47.74511217980644
3,Padding Resize,complex_image_34.jpg,0.9212990717810169,21.205490394918108
3,Padding Resize,complex_image_20.jpg,0.8268439168291313,25.502363673636737
3,Padding Resize,complex_image_21.jpg,0.8872431939652058,11.37985194077631
3,Padding Resize,complex_image_35.jpg,0.8984895611828531,23.03211769581434
3,Padding Resize,complex_image_23.jpg,0.836008922195711,19.089201954089177
3,Padding Resize,complex_image_37.jpg,0.6723560576575213,22.516518032419093
3,Padding Resize,complex_image_36.jpg,0.8274260816661578,21.063100563178853
3,Padding Resize,complex_image_22.jpg,0.9303307533692096,18.51412023100765
3,Padding Resize,complex_image_26.jpg,0.8625472790537763,35.508534066753306
3,Padding Resize,complex_image_32.jpg,0.7843736202796352,71.22341644410919
3,Padding Resize,complex_image_33.jpg,0.7963467880745339,64.7220795301688
3,Padding Resize,complex_image_27.jpg,0.894545702298777,12.858083838498194
3,Padding Resize,complex_image_19.jpg,0.8255155479887797,18.673857480735485
3,Padding Resize,complex_image_31.jpg,0.7899708419777368,39.57107705396587
3,Padding Resize,complex_image_25.jpg,0.822436520338807,29.029883655749828
3,Padding Resize,complex_image_24.jpg,0.9146957614479226,21.430970318713037
3,Padding Resize,complex_image_30.jpg,0.9149276250565416,10.301220790430976
3,Padding Resize,complex_image_18.jpg,0.9139889777828195,5.264409158826139
3,Padding Resize,complex_image_43.jpg,0.8323125639258558,22.18107287449393
3,Padding Resize,complex_image_42.jpg,0.8606840998217445,43.99558285241631
3,Padding Resize,complex_image_40.jpg,0.8580393831238927,70.72796308380721
3,Padding Resize,complex_image_8.jpg,0.8597758570979801,49.444527644527646
3,Padding Resize,complex_image_9.jpg,0.8543292867978199,45.36585949166252
3,Padding Resize,complex_image_41.jpg,0.761604820548172,44.76282542812283
3,Padding Resize,complex_image_45.jpg,0.8339873723643161,45.24101508323855
3,Padding Resize,complex_image_50.jpg,0.8052486222359235,18.892571043365578
3,Padding Resize,complex_image_44.jpg,0.78757835397685,84.76094453115729
3,Padding Resize,complex_image_46.jpg,0.800028832353494,54.80678416000494
3,Padding Resize,complex_image_47.jpg,0.8166217076059903,34.830436233920224
3,Padding Resize,complex_image_2.jpg,0.9858414854878368,1.6954234249202162
3,Padding Resize,complex_image_3.jpg,0.857910313481515,29.205181164641274
3,Padding Resize,complex_image_49.jpg,0.9730053293057427,2.222440040596122
3,Padding Resize,complex_image_1.jpg,0.8763057790061433,31.415857067629144
3,Padding Resize,complex_image_48.jpg,0.9145356032744537,8.333740054398943
3,Padding Resize,complex_image_4.jpg,0.7910373563758956,44.44199739122848
3,Padding Resize,complex_image_5.jpg,0.8643835916429156,17.42806540120407
3,Padding Resize,complex_image_7.jpg,0.8548652814241877,81.67698380051321
3,Padding Resize,complex_image_6.jpg,0.9362277623111532,6.230995458919525
3,Padding Resize,complex_image_15.jpg,0.8505123665563529,29.96613271699777
3,Padding Resize,complex_image_29.jpg,0.9150706940920784,21.460180911615815
3,Padding Resize,complex_image_28.jpg,0.8465762159674771,42.27713994056487
3,Padding Resize,complex_image_14.jpg,0.8847238324647904,7.519625814711359
3,Padding Resize,complex_image_16.jpg,0.8703876143966458,23.618642710575045
3,Padding Resize,complex_image_17.jpg,0.871879888881417,61.6050165132472
3,Padding Resize,complex_image_13.jpg,0.9080042678306101,9.761635179893954
3,Padding Resize,complex_image_12.jpg,0.8726238152742357,33.39043517279845
3,Padding Resize,complex_image_38.jpg,0.6548229293742559,19.972558123419148
3,Padding Resize,complex_image_10.jpg,0.8789875465556901,35.186193816509224
3,Padding Resize,complex_image_11.jpg,0.8751669888564251,12.053110075213773
3,Padding Resize,complex_image_39.jpg,0.7635292411517081,47.74511217980644
4,Padding Resize,complex_image_34.jpg,0.9212990717810169,21.205490394918108
4,Padding Resize,complex_image_20.jpg,0.8268439168291313,25.502363673636737
4,Padding Resize,complex_image_21.jpg,0.8872431939652058,11.37985194077631
4,Padding Resize,complex_image_35.jpg,0.8984895611828531,23.03211769581434
4,Padding Resize,complex_image_23.jpg,0.836008922195711,19.089201954089177
4,Padding Resize,complex_image_37.jpg,0.6723560576575213,22.516518032419093
4,Padding Resize,complex_image_36.jpg,0.8274260816661578,21.063100563178853
4,Padding Resize,complex_image_22.jpg,0.9303307533692096,18.51412023100765
4,Padding Resize,complex_image_26.jpg,0.8625472790537763,35.508534066753306
4,Padding Resize,complex_image_32.jpg,0.7843736202796352,71.22341644410919
4,Padding Resize,complex_image_33.jpg,0.7963467880745339,64.7220795301688
4,Padding Resize,complex_image_27.jpg,0.894545702298777,12.858083838498194
4,Padding Resize,complex_image_19.jpg,0.8255155479887797,18.673857480735485
4,Padding Resize,complex_image_31.jpg,0.7899708419777368,39.57107705396587
4,Padding Resize,complex_image_25.jpg,0.822436520338807,29.029883655749828
4,Padding Resize,complex_image_24.jpg,0.9146957614479226,21.430970318713037
4,Padding Resize,complex_image_30.jpg,0.9149276250565416,10.301220790430976
4,Padding Resize,complex_image_18.jpg,0.9139889777828195,5.264409158826139
4,Padding Resize,complex_image_43.jpg,0.8323125639258558,22.18107287449393
4,Padding Resize,complex_image_42.jpg,0.8606840998217445,43.99558285241631
4,Padding Resize,complex_image_40.jpg,0.8580393831238927,70.72796308380721
4,Padding Resize,complex_image_8.jpg,0.8597758570979801,49.444527644527646
4,Padding Resize,complex_image_9.jpg,0.8543292867978199,45.36585949166252
4,Padding Resize,complex_image_41.jpg,0.761604820548172,44.76282542812283
4,Padding Resize,complex_image_45.jpg,0.8339873723643161,45.24101508323855
4,Padding Resize,complex_image_50.jpg,0.8052486222359235,18.892571043365578
4,Padding Resize,complex_image_44.jpg,0.78757835397685,84.76094453115729
4,Padding Resize,complex_image_46.jpg,0.800028832353494,54.80678416000494
4,Padding Resize,complex_image_47.jpg,0.8166217076059903,34.830436233920224
4,Padding Resize,complex_image_2.jpg,0.9858414854878368,1.6954234249202162
4,Padding Resize,complex_image_3.jpg,0.857910313481515,29.205181164641274
4,Padding Resize,complex_image_49.jpg,0.9730053293057427,2.222440040596122
4,Padding Resize,complex_image_1.jpg,0.8763057790061433,31.415857067629144
4,Padding Resize,complex_image_48.jpg,0.9145356032744537,8.333740054398943
4,Padding Resize,complex_image_4.jpg,0.7910373563758956,44.44199739122848
4,Padding Resize,complex_image_5.jpg,0.8643835916429156,17.42806540120407
4,Padding Resize,complex_image_7.jpg,0.8548652814241877,81.67698380051321
4,Padding Resize,complex_image_6.jpg,0.9362277623111532,6.230995458919525
4,Padding Resize,complex_image_15.jpg,0.8505123665563529,29.96613271699777
4,Padding Resize,complex_image_29.jpg,0.9150706940920784,21.460180911615815
4,Padding Resize,complex_image_28.jpg,0.8465762159674771,42.27713994056487
4,Padding Resize,complex_image_14.jpg,0.8847238324647904,7.519625814711359
4,Padding Resize,complex_image_16.jpg,0.8703876143966458,23.618642710575045
4,Padding Resize,complex_image_17.jpg,0.871879888881417,61.6050165132472
4,Padding Resize,complex_image_13.jpg,0.9080042678306101,9.761635179893954
4,Padding Resize,complex_image_12.jpg,0.8726238152742357,33.39043517279845
4,Padding Resize,complex_image_38.jpg,0.6548229293742559,19.972558123419148
4,Padding Resize,complex_image_10.jpg,0.8789875465556901,35.186193816509224
4,Padding Resize,complex_image_11.jpg,0.8751669888564251,12.053110075213773
4,Padding Resize,complex_image_39.jpg,0.7635292411517081,47.74511217980644
5,Padding Resize,complex_image_34.jpg,0.9212990717810169,21.205490394918108
5,Padding Resize,complex_image_20.jpg,0.8268439168291313,25.502363673636737
5,Padding Resize,complex_image_21.jpg,0.8872431939652058,11.37985194077631
5,Padding Resize,complex_image_35.jpg,0.8984895611828531,23.03211769581434
5,Padding Resize,complex_image_23.jpg,0.836008922195711,19.089201954089177
5,Padding Resize,complex_image_37.jpg,0.6723560576575213,22.516518032419093
5,Padding Resize,complex_image_36.jpg,0.8274260816661578,21.063100563178853
5,Padding Resize,complex_image_22.jpg,0.9303307533692096,18.51412023100765
5,Padding Resize,complex_image_26.jpg,0.8625472790537763,35.508534066753306
5,Padding Resize,complex_image_32.jpg,0.7843736202796352,71.22341644410919
5,Padding Resize,complex_image_33.jpg,0.7963467880745339,64.7220795301688
5,Padding Resize,complex_image_27.jpg,0.894545702298777,12.858083838498194
5,Padding Resize,complex_image_19.jpg,0.8255155479887797,18.673857480735485
5,Padding Resize,complex_image_31.jpg,0.7899708419777368,39.57107705396587
5,Padding Resize,complex_image_25.jpg,0.822436520338807,29.029883655749828
5,Padding Resize,complex_image_24.jpg,0.9146957614479226,21.430970318713037
5,Padding Resize,complex_image_30.jpg,0.9149276250565416,10.301220790430976
5,Padding Resize,complex_image_18.jpg,0.9139889777828195,5.264409158826139
5,Padding Resize,complex_image_43.jpg,0.8323125639258558,22.18107287449393
5,Padding Resize,complex_image_42.jpg,0.8606840998217445,43.99558285241631
5,Padding Resize,complex_image_40.jpg,0.8580393831238927,70.72796308380721
5,Padding Resize,complex_image_8.jpg,0.8597758570979801,49.444527644527646
5,Padding Resize,complex_image_9.jpg,0.8543292867978199,45.36585949166252
5,Padding Resize,complex_image_41.jpg,0.761604820548172,44.76282542812283
5,Padding Resize,complex_image_45.jpg,0.8339873723643161,45.24101508323855
5,Padding Resize,complex_image_50.jpg,0.8052486222359235,18.892571043365578
5,Padding Resize,complex_image_44.jpg,0.78757835397685,84.76094453115729
5,Padding Resize,complex_image_46.jpg,0.800028832353494,54.80678416000494
5,Padding Resize,complex_image_47.jpg,0.8166217076059903,34.830436233920224
5,Padding Resize,complex_image_2.jpg,0.9858414854878368,1.6954234249202162
5,Padding Resize,complex_image_3.jpg,0.857910313481515,29.205181164641274
5,Padding Resize,complex_image_49.jpg,0.9730053293057427,2.222440040596122
5,Padding Resize,complex_image_1.jpg,0.8763057790061433,31.415857067629144
5,Padding Resize,complex_image_48.jpg,0.9145356032744537,8.333740054398943
5,Padding Resize,complex_image_4.jpg,0.7910373563758956,44.44199739122848
5,Padding Resize,complex_image_5.jpg,0.8643835916429156,17.42806540120407
5,Padding Resize,complex_image_7.jpg,0.8548652814241877,81.67698380051321
5,Padding Resize,complex_image_6.jpg,0.9362277623111532,6.230995458919525
5,Padding Resize,complex_image_15.jpg,0.8505123665563529,29.96613271699777
5,Padding Resize,complex_image_29.jpg,0.9150706940920784,21.460180911615815
5,Padding Resize,complex_image_28.jpg,0.8465762159674771,42.27713994056487
5,Padding Resize,complex_image_14.jpg,0.8847238324647904,7.519625814711359
5,Padding Resize,complex_image_16.jpg,0.8703876143966458,23.618642710575045
5,Padding Resize,complex_image_17.jpg,0.871879888881417,61.6050165132472
5,Padding Resize,complex_image_13.jpg,0.9080042678306101,9.761635179893954
5,Padding Resize,complex_image_12.jpg,0.8726238152742357,33.39043517279845
5,Padding Resize,complex_image_38.jpg,0.6548229293742559,19.972558123419148
5,Padding Resize,complex_image_10.jpg,0.8789875465556901,35.186193816509224
5,Padding Resize,complex_image_11.jpg,0.8751669888564251,12.053110075213773
5,Padding Resize,complex_image_39.jpg,0.7635292411517081,47.74511217980644
1,Content-Aware Resize,complex_image_34.jpg,0.9959294386987697,0.9810369789274963
1,Content-Aware Resize,complex_image_20.jpg,0.9945928245278842,1.4921832718327184
1,Content-Aware Resize,complex_image_21.jpg,0.9964282722844114,1.110594237695078
1,Content-Aware Resize,complex_image_35.jpg,0.9976336946527575,0.6108968930371118
1,Content-Aware Resize,complex_image_23.jpg,0.9956888701910452,1.3515089580443969
1,Content-Aware Resize,complex_image_37.jpg,0.9946671614828156,2.091494647176854
1,Content-Aware Resize,complex_image_36.jpg,0.9946990933113011,1.5241451842727476
1,Content-Aware Resize,complex_image_22.jpg,0.9900411855948898,1.7797645327446652
1,Content-Aware Resize,complex_image_26.jpg,0.9963199281332037,1.3428133909591884
1,Content-Aware Resize,complex_image_32.jpg,0.9964756323877949,1.1709465658192493
1,Content-Aware Resize,complex_image_33.jpg,0.9942713088402411,1.9124362547770066
1,Content-Aware Resize,complex_image_27.jpg,0.9913654461229304,1.7760953243518622
1,Content-Aware Resize,complex_image_19.jpg,0.9943927786551542,1.2218494888227664
